Year,Personengruppe,Value
2010,	Erwerbstätige Aufstocker*innen Gesamt, 	28.2
2011,	Erwerbstätige Aufstocker*innen Gesamt, 	30.7
2012,	Erwerbstätige Aufstocker*innen Gesamt, 	33
2013,	Erwerbstätige Aufstocker*innen Gesamt, 	33.3
2014,	Erwerbstätige Aufstocker*innen Gesamt, 	32.8
2015,	Erwerbstätige Aufstocker*innen Gesamt, 	31.4
2016,	Erwerbstätige Aufstocker*innen Gesamt, 	29.5
2017,	Erwerbstätige Aufstocker*innen Gesamt, 	27.7
2018,	Erwerbstätige Aufstocker*innen Gesamt, 	28.2
2019,	Erwerbstätige Aufstocker*innen Gesamt, 	27.5
2020,	Erwerbstätige Aufstocker*innen Gesamt, 	24.4
2021,	Erwerbstätige Aufstocker*innen Gesamt, 	25
2022,	Erwerbstätige Aufstocker*innen Gesamt, 	21.4
2010,	Erwerbstätige Aufstocker*innen - Frauen,	29.6
2011,	Erwerbstätige Aufstocker*innen - Frauen,	32.3
2012,	Erwerbstätige Aufstocker*innen - Frauen,	34.7
2013,	Erwerbstätige Aufstocker*innen - Frauen,	35.7
2014,	Erwerbstätige Aufstocker*innen - Frauen,	35.6
2015,	Erwerbstätige Aufstocker*innen - Frauen,	34,8
2016,	Erwerbstätige Aufstocker*innen - Frauen,	31.2
2017,	Erwerbstätige Aufstocker*innen - Frauen,	29.2
2018,	Erwerbstätige Aufstocker*innen - Frauen,	28.2
2019,	Erwerbstätige Aufstocker*innen - Frauen,	27.1
2020,	Erwerbstätige Aufstocker*innen - Frauen,	24.6
2021,	Erwerbstätige Aufstocker*innen - Frauen,	24.4
2022,	Erwerbstätige Aufstocker*innen - Frauen,	21
2010,	Erwerbstätige Aufstocke*innen - Männer,	26.9
2011,	Erwerbstätige Aufstocke*innen - Männer,	29.3
2012,	Erwerbstätige Aufstocke*innen - Männer,	31.4
2013,	Erwerbstätige Aufstocke*innen - Männer,	31.3
2014,	Erwerbstätige Aufstocke*innen - Männer,	30.3
2015,	Erwerbstätige Aufstocke*innen - Männer,	28.3
2016,	Erwerbstätige Aufstocke*innen - Männer,	28
2017,	Erwerbstätige Aufstocke*innen - Männer,	26.4
2018,	Erwerbstätige Aufstocke*innen - Männer,	28.1
2019,	Erwerbstätige Aufstocke*innen - Männer,	27.8
2020,	Erwerbstätige Aufstocke*innen - Männer,	24.1
2021,	Erwerbstätige Aufstocke*innen - Männer,	25.5
2022,	Erwerbstätige Aufstocke*innen - Männer,	22.2

